Iteration,Stagnation counter,Current Loss,Best Global Loss,Temperature,Mutation type,Accepted,Local improvement,Global improvement,Stagnated,mutateStrokes time,render time,computeLoss time,minimizeColorError time,Iteration Time
351,2,0.0515124,0.0514178,0.000170626,change_color,1,0,1,0,1,2994,65,0,3141
352,3,0.0515409,0.0514178,0.000170543,move,1,0,1,0,32,2584,65,0,2766
353,4,0.0515409,0.0514178,0.00017046,move,0,0,1,0,39,2705,77,0,3011
354,5,0.0515409,0.0514178,0.000170378,rotate,1,0,1,0,42,2544,65,0,2730
355,6,0.0515448,0.0514178,0.000170296,swap_strokes,0,0,1,0,1,2567,66,0,2780
356,7,0.0515448,0.0514178,0.000170215,rotate,0,0,1,0,31,2600,65,0,2843
357,8,0.0515448,0.0514178,0.000170134,resize,0,0,1,0,27,2562,75,0,2825
358,9,0.0515448,0.0514178,0.000170053,resize,1,0,1,0,15,2621,65,0,2790
359,10,0.0515448,0.0514178,0.000169972,rotate,1,0,1,0,34,2556,65,0,2748
360,11,0.0515696,0.0514178,0.000169892,resize,1,0,1,0,19,2564,66,0,2732
361,12,0.0516058,0.0514178,0.000169812,swap_strokes,1,1,1,0,1,2563,65,0,2708
362,13,0.0516049,0.0514178,0.000169732,change_color,0,1,1,0,1,2591,65,0,2831
363,14,0.0516049,0.0514178,0.000169652,swap_strokes,1,1,1,0,1,2551,66,0,2851
364,0,0.0512042,0.0512042,0.000169573,change_color,1,0,1,0,1,2556,65,0,2697
365,1,0.0512077,0.0512042,0.000169494,rotate,0,0,1,0,37,2570,65,0,2816
366,2,0.0512077,0.0512042,0.000169416,move,1,1,1,0,39,2602,66,0,2782
367,3,0.0512075,0.0512042,0.000169338,move,0,1,1,0,29,2562,66,0,2852
368,4,0.0512075,0.0512042,0.00016926,rotate,1,0,1,0,35,2566,65,0,2747
369,5,0.0512091,0.0512042,0.000169182,move,0,0,1,0,37,2554,66,0,2802
370,6,0.0512091,0.0512042,0.000169105,move,0,0,1,0,25,2571,65,0,2812
371,7,0.0512091,0.0512042,0.000169027,rotate,0,0,1,0,26,2554,80,0,2825
372,8,0.0512091,0.0512042,0.000168951,rotate,1,0,1,0,17,2584,65,0,2745
373,9,0.05121,0.0512042,0.000168874,move,1,1,1,0,35,2550,66,0,2887
374,0,0.0509537,0.0509537,0.000168798,resize,1,1,1,0,28,2564,65,0,2821
375,0,0.0509537,0.0509537,0.000168722,move,1,0,1,0,34,2554,65,0,2727
376,1,0.0509574,0.0509537,0.000168646,resize,1,1,1,0,32,2570,65,0,2861
377,0,0.0509513,0.0509513,0.00016857,resize,1,0,1,0,44,2573,65,0,2777
378,1,0.0510057,0.0509513,0.000168495,move,1,1,1,0,18,2535,65,0,2700
379,2,0.0510033,0.0509513,0.00016842,move,1,0,1,0,10,2566,65,0,2712
380,3,0.0510058,0.0509513,0.000168345,swap_strokes,0,0,1,0,2,2559,66,0,2769
381,4,0.0510058,0.0509513,0.000168271,resize,1,0,1,0,21,2621,65,0,2781
382,5,0.0510058,0.0509513,0.000168197,change_color,1,0,1,0,1,2554,65,0,2720
383,6,0.0510247,0.0509513,0.000168123,swap_strokes,1,0,1,0,1,2551,65,0,2698
384,7,0.051026,0.0509513,0.000168049,resize,1,0,1,0,46,2541,65,0,2743
385,8,0.0514039,0.0509513,0.000167976,move,1,1,1,0,33,2562,65,0,2740
386,9,0.0512866,0.0509513,0.000167903,move,1,0,1,0,33,2581,66,0,2761
387,10,0.0515054,0.0509513,0.00016783,swap_strokes,1,0,1,0,1,2612,65,0,2803
388,11,0.0517027,0.0509513,0.000167757,rotate,1,0,1,0,20,2559,65,0,2808
389,12,0.0517037,0.0509513,0.000167685,move,1,0,1,0,32,2552,70,0,2771
390,13,0.0518043,0.0509513,0.000167612,move,0,0,1,0,13,2550,65,0,2819
391,14,0.0518043,0.0509513,0.00016754,rotate,1,1,1,0,16,2570,65,0,2730
392,15,0.0518037,0.0509513,0.000167469,move,1,0,1,0,15,2543,65,0,2713
393,16,0.0518048,0.0509513,0.000167397,move,0,0,1,0,23,2544,81,0,2794
394,17,0.0518048,0.0509513,0.000167326,swap_strokes,0,0,1,0,1,2549,65,0,2762
395,18,0.0518048,0.0509513,0.000167255,resize,1,1,1,0,27,2593,65,0,2773
396,19,0.0517968,0.0509513,0.000167185,move,0,1,1,0,19,2602,65,0,2870
397,20,0.0517968,0.0509513,0.000167114,change_color,1,0,1,0,1,2552,65,0,2699
398,21,0.0518197,0.0509513,0.000167044,move,0,0,1,0,42,2537,65,0,2789
399,22,0.0518197,0.0509513,0.000166974,resize,0,0,1,0,38,2551,65,0,2799
400,23,0.0518197,0.0509513,0.000166904,move,1,1,1,0,15,2564,65,0,2734
401,24,0.0518176,0.0509513,0.000166835,rotate,0,1,1,0,33,2584,65,0,2854
402,25,0.0518176,0.0509513,0.000166765,swap_strokes,1,1,1,0,1,2586,65,0,2725
403,26,0.051793,0.0509513,0.000166696,move,1,1,1,0,21,2553,65,0,2709
404,27,0.0517893,0.0509513,0.000166627,resize,0,1,1,0,21,2560,66,0,2790
405,28,0.0517893,0.0509513,0.000166559,resize,0,1,1,0,26,2550,65,0,2790
406,29,0.0517893,0.0509513,0.00016649,resize,1,0,1,0,26,2545,65,0,2709
407,30,0.05179,0.0509513,0.000166422,rotate,1,1,1,0,24,2538,66,0,2699
408,31,0.0515085,0.0509513,0.000166354,move,1,0,1,0,17,2539,65,0,2691
409,32,0.0515848,0.0509513,0.000166287,resize,1,1,1,0,30,2540,65,0,2705
410,33,0.051003,0.0509513,0.000166219,move,1,0,1,0,17,2553,65,0,2707
411,34,0.0510067,0.0509513,0.000166152,move,0,0,1,0,33,2536,65,0,2788
412,35,0.0510067,0.0509513,0.000166085,resize,1,0,1,0,50,2591,66,0,2780
413,36,0.0510067,0.0509513,0.000166018,resize,1,0,1,0,14,2541,65,0,2698
414,37,0.0510395,0.0509513,0.000165951,move,1,0,1,0,22,2537,65,0,2695
415,38,0.0510398,0.0509513,0.000165885,move,0,0,1,0,33,2541,66,0,2798
416,39,0.0510398,0.0509513,0.000165819,move,1,0,1,0,33,2580,65,0,2752
417,40,0.0510966,0.0509513,0.000165753,swap_strokes,1,1,1,0,1,2540,65,0,2679
418,41,0.051093,0.0509513,0.000165687,move,0,1,1,0,16,2535,65,0,2758
419,42,0.051093,0.0509513,0.000165621,move,1,0,1,0,26,2535,65,0,2704
420,43,0.051093,0.0509513,0.000165556,resize,1,1,1,0,18,2546,65,0,2702
421,44,0.0510913,0.0509513,0.000165491,resize,1,1,1,0,15,2538,70,0,2704
422,45,0.0510807,0.0509513,0.000165426,move,1,1,1,0,15,2573,65,0,2726
423,46,0.0509835,0.0509513,0.000165361,resize,0,1,1,0,24,2544,65,0,2775
424,47,0.0509835,0.0509513,0.000165297,resize,1,0,1,0,50,2542,65,0,2730
425,48,0.0509835,0.0509513,0.000165232,resize,1,0,1,0,41,2552,77,0,2770
426,49,0.0509835,0.0509513,0.000165168,move,0,0,1,0,27,2546,65,0,2927
427,50,0.0509835,0.0509513,0.000165104,rotate,1,1,1,0,15,2580,66,0,2748
428,51,0.0509671,0.0509513,0.00016504,move,1,0,1,0,29,2559,65,0,2735
429,52,0.0509894,0.0509513,0.000164977,rotate,1,1,1,0,17,2543,66,0,2703
430,53,0.0509893,0.0509513,0.000164914,move,0,1,1,0,25,2534,67,0,2797
431,54,0.0509893,0.0509513,0.00016485,rotate,1,0,1,0,35,2810,65,0,3023
432,55,0.0510987,0.0509513,0.000164787,resize,1,0,1,0,15,2549,65,0,2765
433,56,0.0511012,0.0509513,0.000164725,resize,1,1,1,0,24,2551,65,0,2925
434,0,0.0506694,0.0506694,0.000164662,move,0,1,1,0,25,2553,65,0,2898
435,1,0.0506694,0.0506694,0.0001646,rotate,1,1,1,0,17,2559,65,0,2879
436,0,0.0506689,0.0506689,0.000164537,move,1,1,1,0,31,2548,65,0,2843
437,0,0.0506642,0.0506642,0.000164475,resize,1,0,1,0,31,2537,89,0,2738
438,1,0.0506642,0.0506642,0.000164414,swap_strokes,1,1,1,0,1,2537,65,0,2794
439,0,0.0506281,0.0506281,0.000164352,move,0,1,1,0,27,2549,65,0,2818
440,1,0.0506281,0.0506281,0.000164291,move,1,1,1,0,26,2597,65,0,2869
441,0,0.0505988,0.0505988,0.000164229,change_color,1,0,1,0,1,2552,65,0,2694
442,1,0.0506373,0.0505988,0.000164168,move,1,1,1,0,26,2535,65,0,2697
443,2,0.0506372,0.0505988,0.000164107,move,1,0,1,0,25,2596,65,0,2765
444,3,0.0507957,0.0505988,0.000164047,swap_strokes,0,0,1,0,1,2541,65,0,2798
445,4,0.0507957,0.0505988,0.000163986,rotate,1,0,1,0,27,2571,65,0,2743
446,5,0.050796,0.0505988,0.000163926,move,1,0,1,0,16,2538,65,0,2691
447,6,0.0507971,0.0505988,0.000163866,resize,1,1,1,0,36,2548,65,0,2724
448,7,0.0507967,0.0505988,0.000163806,swap_strokes,1,1,1,0,0,2544,65,0,2854
449,0,0.0504867,0.0504867,0.000163746,swap_strokes,1,1,1,0,0,2560,66,0,2858
450,0,0.0500684,0.0500684,0.000163686,resize,1,1,1,0,13,2566,65,0,2816
451,0,0.0500572,0.0500572,0.000163627,move,0,1,1,0,18,2547,66,0,2782
452,1,0.0500572,0.0500572,0.000163568,change_color,0,1,1,0,1,2558,65,0,2768
453,2,0.0500572,0.0500572,0.000163508,move,1,0,1,0,21,2558,65,0,2719
454,3,0.0501241,0.0500572,0.00016345,rotate,1,1,1,0,20,2554,65,0,2721
455,4,0.0501227,0.0500572,0.000163391,rotate,0,1,1,0,28,2551,65,0,2793
456,5,0.0501227,0.0500572,0.000163332,move,1,1,1,0,31,2548,65,0,2717
457,6,0.0500846,0.0500572,0.000163274,swap_strokes,1,1,1,0,1,2543,65,0,2800
458,0,0.0499561,0.0499561,0.000163216,swap_strokes,0,1,1,0,0,2653,65,0,2900
459,1,0.0499561,0.0499561,0.000163157,rotate,1,0,1,0,17,2603,66,0,2776
460,2,0.049971,0.0499561,0.0001631,resize,1,0,1,0,23,2545,65,0,2717
461,3,0.0499717,0.0499561,0.000163042,move,1,0,1,0,17,2545,65,0,2705
462,4,0.0499791,0.0499561,0.000162984,rotate,1,0,1,0,43,2579,66,0,2760
463,5,0.0500579,0.0499561,0.000162927,resize,1,0,1,0,26,2579,65,0,2744
464,6,0.0500617,0.0499561,0.00016287,change_color,1,1,1,0,1,2553,65,0,2713
465,7,0.0500617,0.0499561,0.000162812,rotate,0,1,1,0,45,2559,66,0,2841
466,8,0.0500617,0.0499561,0.000162756,resize,1,1,1,0,33,2554,65,0,2724
467,9,0.0500489,0.0499561,0.000162699,rotate,0,1,1,0,17,2584,66,0,2820
468,10,0.0500489,0.0499561,0.000162642,rotate,1,0,1,0,20,2586,65,0,2762
469,11,0.0500543,0.0499561,0.000162586,swap_strokes,0,0,1,0,1,2561,65,0,2778
470,12,0.0500543,0.0499561,0.000162529,move,1,1,1,0,55,2538,65,0,2730
471,13,0.0500523,0.0499561,0.000162473,resize,1,1,1,0,10,2552,65,0,2697
472,14,0.0500522,0.0499561,0.000162417,move,1,1,1,0,18,2553,70,0,2716
473,15,0.0500446,0.0499561,0.000162362,move,0,1,1,0,27,2584,65,0,2878
474,16,0.0500446,0.0499561,0.000162306,rotate,1,1,1,0,31,2568,65,0,2744
475,17,0.0500418,0.0499561,0.00016225,resize,1,0,1,0,39,2538,65,0,2714
476,18,0.0500419,0.0499561,0.000162195,move,1,0,1,0,21,2572,65,0,2728
477,19,0.0500835,0.0499561,0.00016214,rotate,1,0,1,0,12,2545,65,0,2695
478,20,0.0500835,0.0499561,0.000162085,swap_strokes,1,0,1,0,1,2574,65,0,2725
479,21,0.0500904,0.0499561,0.00016203,swap_strokes,1,1,1,0,1,2556,65,0,2698
480,22,0.0500457,0.0499561,0.000161975,move,1,0,1,0,36,2541,66,0,2715
481,23,0.0500457,0.0499561,0.000161921,resize,1,1,1,0,22,2539,65,0,2709
482,24,0.0500452,0.0499561,0.000161866,rotate,1,0,1,0,35,2550,65,0,2725
483,25,0.0500562,0.0499561,0.000161812,rotate,1,0,1,0,14,2544,65,0,2708
484,26,0.0500599,0.0499561,0.000161758,move,0,0,1,0,27,2535,65,0,2776
485,27,0.0500599,0.0499561,0.000161704,move,1,0,1,0,29,2538,65,0,2705
486,28,0.0500629,0.0499561,0.00016165,rotate,1,0,1,0,24,2540,65,0,2700
487,29,0.0500629,0.0499561,0.000161596,move,0,0,1,0,31,2543,65,0,2793
488,30,0.0500629,0.0499561,0.000161543,move,0,0,1,0,30,2571,74,0,2845
489,31,0.0500629,0.0499561,0.000161489,move,1,1,1,0,38,2599,65,0,2814
490,32,0.0499718,0.0499561,0.000161436,rotate,1,1,1,0,32,2556,65,0,2727
491,33,0.0499707,0.0499561,0.000161383,rotate,1,0,1,0,27,2567,65,0,2730
492,34,0.049971,0.0499561,0.00016133,move,1,1,1,0,27,2545,66,0,2882
493,0,0.0499016,0.0499016,0.000161277,rotate,1,0,1,0,27,2555,65,0,2751
494,1,0.0499016,0.0499016,0.000161224,move,1,0,1,0,34,2568,65,0,2742
495,2,0.0499108,0.0499016,0.000161172,move,0,0,1,0,23,2544,66,0,2775
496,3,0.0499108,0.0499016,0.000161119,move,0,0,1,0,28,2537,77,0,2803
497,4,0.0499108,0.0499016,0.000161067,swap_strokes,0,0,1,0,1,2542,66,0,2784
498,5,0.0499108,0.0499016,0.000161015,move,1,0,1,0,26,2535,66,0,2707
499,6,0.0499113,0.0499016,0.000160963,change_color,1,0,1,0,0,2550,65,0,2686
500,7,0.0499171,0.0499016,0.000160911,swap_strokes,0,0,1,0,1,2554,71,0,2788
501,8,0.0499171,0.0499016,0.000160859,rotate,1,1,1,0,21,2544,66,0,2903
502,0,0.0496865,0.0496865,0.000160808,move,1,0,1,0,30,2535,65,0,2744
503,1,0.0496967,0.0496865,0.000160756,resize,1,0,1,0,24,2602,66,0,2770
504,2,0.0496967,0.0496865,0.000160705,rotate,1,0,1,0,30,2620,65,0,2793
505,3,0.0498486,0.0496865,0.000160654,move,0,0,1,0,40,2555,65,0,2903
506,4,0.0498486,0.0496865,0.000160603,move,1,1,1,0,15,2545,65,0,2702
507,5,0.0497621,0.0496865,0.000160552,move,0,1,1,0,22,2590,65,0,2836
508,6,0.0497621,0.0496865,0.000160501,rotate,1,1,1,0,24,2564,65,0,2726
509,7,0.0497515,0.0496865,0.000160451,rotate,1,1,1,0,20,2538,65,0,2695
510,8,0.0497514,0.0496865,0.0001604,move,0,1,1,0,26,2549,66,0,2787
511,9,0.0497514,0.0496865,0.00016035,swap_strokes,1,0,1,0,1,2536,65,0,2675
512,10,0.0498087,0.0496865,0.000160299,resize,1,1,1,0,37,2561,65,0,2742
513,11,0.0498063,0.0496865,0.000160249,swap_strokes,0,1,1,0,0,2539,65,0,2751
514,12,0.0498063,0.0496865,0.000160199,swap_strokes,1,1,1,0,0,2549,67,0,2688
515,13,0.0497898,0.0496865,0.000160149,rotate,1,1,1,0,11,2563,65,0,2710
516,14,0.0497896,0.0496865,0.0001601,change_color,1,0,1,0,0,2563,65,0,2702
517,15,0.0498174,0.0496865,0.00016005,move,0,0,1,0,29,2547,76,0,2810
518,16,0.0498174,0.0496865,0.000160001,swap_strokes,0,0,1,0,0,2565,65,0,2779
519,17,0.0498174,0.0496865,0.000159951,resize,1,1,1,0,71,2548,65,0,2757
520,18,0.0498174,0.0496865,0.000159902,resize,0,1,1,0,30,2606,65,0,2853
521,19,0.0498174,0.0496865,0.000159853,change_color,1,0,1,0,1,2565,65,0,2704
522,20,0.0498175,0.0496865,0.000159804,move,1,0,1,0,30,2540,65,0,2720
523,21,0.0498184,0.0496865,0.000159755,rotate,1,0,1,0,26,2533,65,0,2702
524,22,0.0498282,0.0496865,0.000159706,resize,1,1,1,0,45,2560,66,0,2894
525,0,0.0495733,0.0495733,0.000159658,rotate,1,1,1,0,31,2548,66,0,2870
526,0,0.0495695,0.0495695,0.000159609,move,1,0,1,0,25,2557,65,0,2738
527,1,0.0495695,0.0495695,0.000159561,move,1,0,1,0,39,2555,65,0,2742
528,2,0.0496568,0.0495695,0.000159513,resize,1,1,1,0,12,2553,66,0,2705
529,3,0.0496567,0.0495695,0.000159465,rotate,1,0,1,0,13,2540,65,0,2689
530,4,0.0496589,0.0495695,0.000159416,resize,1,0,1,0,42,2550,79,0,2749
531,5,0.0496589,0.0495695,0.000159369,resize,0,0,1,0,54,2575,66,0,2858
532,6,0.0496589,0.0495695,0.000159321,move,0,0,1,0,28,2574,65,0,2837
533,7,0.0496589,0.0495695,0.000159273,move,1,0,1,0,52,2776,66,0,2977
534,8,0.0497243,0.0495695,0.000159226,move,0,0,1,0,30,2545,65,0,2811
535,9,0.0497243,0.0495695,0.000159178,move,0,0,1,0,23,2584,65,0,2843
536,10,0.0497243,0.0495695,0.000159131,resize,1,0,1,0,33,2570,66,0,2755
537,11,0.0497243,0.0495695,0.000159084,move,1,0,1,0,29,2560,65,0,2729
538,12,0.0498012,0.0495695,0.000159037,rotate,0,0,1,0,24,2582,65,0,2815
539,13,0.0498012,0.0495695,0.00015899,move,0,0,1,0,28,2584,65,0,2826
540,14,0.0498012,0.0495695,0.000158943,resize,1,0,1,0,22,2574,65,0,2735
541,15,0.0498481,0.0495695,0.000158896,rotate,1,0,1,0,21,2573,76,0,2752
542,16,0.0498486,0.0495695,0.00015885,move,1,0,1,0,26,2544,65,0,2744
543,17,0.0498963,0.0495695,0.000158803,rotate,1,0,1,0,14,2541,66,0,2692
544,18,0.049897,0.0495695,0.000158757,move,1,1,1,0,20,2563,65,0,2719
545,19,0.0498907,0.0495695,0.00015871,rotate,1,1,1,0,27,2546,65,0,2712
546,20,0.0497189,0.0495695,0.000158664,move,0,1,1,0,27,2554,71,0,2819
547,21,0.0497189,0.0495695,0.000158618,resize,1,1,1,0,57,2562,65,0,2778
548,22,0.0497176,0.0495695,0.000158572,move,1,1,1,0,17,2553,65,0,2706
549,23,0.0497158,0.0495695,0.000158526,rotate,1,0,1,0,56,2571,67,0,2765
550,24,0.0497189,0.0495695,0.000158481,resize,1,1,1,0,44,2558,65,0,2991
551,0,0.0492788,0.0492788,0.000158435,rotate,1,0,1,0,38,2569,65,0,2822
552,1,0.049279,0.0492788,0.00015839,move,1,1,1,0,18,2541,65,0,2814
553,0,0.0492359,0.0492359,0.000158344,swap_strokes,1,0,1,0,1,2543,65,0,2685
554,1,0.0492915,0.0492359,0.000158299,move,1,1,1,0,25,2541,70,0,2727
555,2,0.0492741,0.0492359,0.000158254,move,1,1,1,0,35,2539,65,0,2863
556,0,0.0491948,0.0491948,0.000158209,move,0,1,1,0,42,2553,65,0,2812
557,1,0.0491948,0.0491948,0.000158164,swap_strokes,1,0,1,0,1,2557,65,0,2696
558,2,0.0491948,0.0491948,0.000158119,move,1,1,1,0,31,2543,65,0,2807
559,0,0.0489291,0.0489291,0.000158074,move,1,1,1,0,13,2554,65,0,2825
560,0,0.0489262,0.0489262,0.000158029,resize,1,0,1,0,17,2543,65,0,2726
561,1,0.0489264,0.0489262,0.000157985,resize,1,0,1,0,21,2617,65,0,2786
562,2,0.0489283,0.0489262,0.00015794,swap_strokes,1,0,1,0,1,2542,66,0,2685
563,3,0.0489322,0.0489262,0.000157896,move,1,1,1,0,30,2552,66,0,2845
564,0,0.0489211,0.0489211,0.000157852,change_color,1,0,1,0,1,2570,65,0,2713
565,1,0.0489432,0.0489211,0.000157808,rotate,1,1,1,0,50,2560,66,0,2767
566,2,0.0489422,0.0489211,0.000157764,move,1,1,1,0,16,2608,65,0,2902
567,0,0.0489204,0.0489204,0.00015772,resize,1,1,1,0,47,2561,65,0,2836
568,0,0.0488201,0.0488201,0.000157676,rotate,1,1,1,0,17,2538,81,0,2787
569,0,0.04882,0.04882,0.000157632,rotate,0,1,1,0,24,2545,66,0,2822
570,1,0.04882,0.04882,0.000157589,change_color,1,0,1,0,1,2551,65,0,2699
571,2,0.048821,0.04882,0.000157545,rotate,1,0,1,0,33,2554,65,0,2752
572,3,0.0488213,0.04882,0.000157502,move,1,1,1,0,27,2563,65,0,2892
573,0,0.0487967,0.0487967,0.000157458,rotate,0,1,1,0,40,2538,76,0,2825
574,1,0.0487967,0.0487967,0.000157415,rotate,
